,Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths,COUNTRY,FIRST_VACCINE_DATE
0,2020-01-03,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
1,2020-01-04,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
2,2020-01-05,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
3,2020-01-06,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
4,2020-01-07,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
5,2020-01-08,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
6,2020-01-09,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
7,2020-01-10,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
8,2020-01-11,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
9,2020-01-12,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
10,2020-01-13,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
11,2020-01-14,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
12,2020-01-15,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
13,2020-01-16,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
14,2020-01-17,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
15,2020-01-18,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
16,2020-01-19,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
17,2020-01-20,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
18,2020-01-21,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
19,2020-01-22,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
20,2020-01-23,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
21,2020-01-24,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
22,2020-01-25,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
23,2020-01-26,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
24,2020-01-27,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
25,2020-01-28,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
26,2020-01-29,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
27,2020-01-30,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
28,2020-01-31,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
29,2020-02-01,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
30,2020-02-02,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
31,2020-02-03,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
32,2020-02-04,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
33,2020-02-05,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
34,2020-02-06,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
35,2020-02-07,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
36,2020-02-08,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
37,2020-02-09,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
38,2020-02-10,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
39,2020-02-11,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
40,2020-02-12,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
41,2020-02-13,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
42,2020-02-14,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
43,2020-02-15,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
44,2020-02-16,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
45,2020-02-17,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
46,2020-02-18,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
47,2020-02-19,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
48,2020-02-20,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
49,2020-02-21,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
50,2020-02-22,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
51,2020-02-23,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
52,2020-02-24,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
53,2020-02-25,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
54,2020-02-26,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
55,2020-02-27,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
56,2020-02-28,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
57,2020-02-29,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
58,2020-03-01,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
59,2020-03-02,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
60,2020-03-03,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
61,2020-03-04,AR,Argentina,AMRO,0,0,0,0,Argentina,2020-12-29
62,2020-03-05,AR,Argentina,AMRO,10,10,1,1,Argentina,2020-12-29
63,2020-03-06,AR,Argentina,AMRO,4,14,0,1,Argentina,2020-12-29
64,2020-03-07,AR,Argentina,AMRO,6,20,0,1,Argentina,2020-12-29
65,2020-03-08,AR,Argentina,AMRO,2,22,0,1,Argentina,2020-12-29
66,2020-03-09,AR,Argentina,AMRO,4,26,0,1,Argentina,2020-12-29
67,2020-03-10,AR,Argentina,AMRO,8,34,2,3,Argentina,2020-12-29
68,2020-03-11,AR,Argentina,AMRO,11,45,0,3,Argentina,2020-12-29
69,2020-03-12,AR,Argentina,AMRO,22,67,1,4,Argentina,2020-12-29
70,2020-03-13,AR,Argentina,AMRO,35,102,4,8,Argentina,2020-12-29
71,2020-03-14,AR,Argentina,AMRO,13,115,1,9,Argentina,2020-12-29
72,2020-03-15,AR,Argentina,AMRO,16,131,0,9,Argentina,2020-12-29
73,2020-03-16,AR,Argentina,AMRO,27,158,3,12,Argentina,2020-12-29
74,2020-03-17,AR,Argentina,AMRO,56,214,2,14,Argentina,2020-12-29
75,2020-03-18,AR,Argentina,AMRO,49,263,0,14,Argentina,2020-12-29
76,2020-03-19,AR,Argentina,AMRO,40,303,1,15,Argentina,2020-12-29
77,2020-03-20,AR,Argentina,AMRO,84,387,2,17,Argentina,2020-12-29
78,2020-03-21,AR,Argentina,AMRO,69,456,0,17,Argentina,2020-12-29
79,2020-03-22,AR,Argentina,AMRO,80,536,3,20,Argentina,2020-12-29
80,2020-03-23,AR,Argentina,AMRO,99,635,5,25,Argentina,2020-12-29
81,2020-03-24,AR,Argentina,AMRO,116,751,5,30,Argentina,2020-12-29
82,2020-03-25,AR,Argentina,AMRO,117,868,11,41,Argentina,2020-12-29
83,2020-03-26,AR,Argentina,AMRO,107,975,10,51,Argentina,2020-12-29
84,2020-03-27,AR,Argentina,AMRO,121,1096,6,57,Argentina,2020-12-29
85,2020-03-28,AR,Argentina,AMRO,92,1188,9,66,Argentina,2020-12-29
86,2020-03-29,AR,Argentina,AMRO,94,1282,4,70,Argentina,2020-12-29
87,2020-03-30,AR,Argentina,AMRO,129,1411,11,81,Argentina,2020-12-29
88,2020-03-31,AR,Argentina,AMRO,105,1516,10,91,Argentina,2020-12-29
89,2020-04-01,AR,Argentina,AMRO,114,1630,10,101,Argentina,2020-12-29
90,2020-04-02,AR,Argentina,AMRO,147,1777,9,110,Argentina,2020-12-29
91,2020-04-03,AR,Argentina,AMRO,120,1897,7,117,Argentina,2020-12-29
92,2020-04-04,AR,Argentina,AMRO,104,2001,6,123,Argentina,2020-12-29
93,2020-04-05,AR,Argentina,AMRO,72,2073,8,131,Argentina,2020-12-29
94,2020-04-06,AR,Argentina,AMRO,148,2221,20,151,Argentina,2020-12-29
95,2020-04-07,AR,Argentina,AMRO,120,2341,5,156,Argentina,2020-12-29
96,2020-04-08,AR,Argentina,AMRO,115,2456,12,168,Argentina,2020-12-29
97,2020-04-09,AR,Argentina,AMRO,143,2599,6,174,Argentina,2020-12-29
98,2020-04-10,AR,Argentina,AMRO,100,2699,5,179,Argentina,2020-12-29
99,2020-04-11,AR,Argentina,AMRO,156,2855,18,197,Argentina,2020-12-29
100,2020-04-12,AR,Argentina,AMRO,135,2990,8,205,Argentina,2020-12-29
101,2020-04-13,AR,Argentina,AMRO,186,3176,12,217,Argentina,2020-12-29
102,2020-04-14,AR,Argentina,AMRO,139,3315,11,228,Argentina,2020-12-29
103,2020-04-15,AR,Argentina,AMRO,164,3479,8,236,Argentina,2020-12-29
104,2020-04-16,AR,Argentina,AMRO,157,3636,6,242,Argentina,2020-12-29
105,2020-04-17,AR,Argentina,AMRO,170,3806,12,254,Argentina,2020-12-29
106,2020-04-18,AR,Argentina,AMRO,134,3940,16,270,Argentina,2020-12-29
107,2020-04-19,AR,Argentina,AMRO,126,4066,9,279,Argentina,2020-12-29
108,2020-04-20,AR,Argentina,AMRO,199,4265,15,294,Argentina,2020-12-29
109,2020-04-21,AR,Argentina,AMRO,228,4493,29,323,Argentina,2020-12-29
110,2020-04-22,AR,Argentina,AMRO,185,4678,17,340,Argentina,2020-12-29
111,2020-04-23,AR,Argentina,AMRO,294,4972,29,369,Argentina,2020-12-29
112,2020-04-24,AR,Argentina,AMRO,223,5195,24,393,Argentina,2020-12-29
113,2020-04-25,AR,Argentina,AMRO,160,5355,8,401,Argentina,2020-12-29
114,2020-04-26,AR,Argentina,AMRO,109,5464,10,411,Argentina,2020-12-29
115,2020-04-27,AR,Argentina,AMRO,220,5684,22,433,Argentina,2020-12-29
116,2020-04-28,AR,Argentina,AMRO,200,5884,21,454,Argentina,2020-12-29
117,2020-04-29,AR,Argentina,AMRO,199,6083,17,471,Argentina,2020-12-29
118,2020-04-30,AR,Argentina,AMRO,225,6308,17,488,Argentina,2020-12-29
119,2020-05-01,AR,Argentina,AMRO,155,6463,17,505,Argentina,2020-12-29
120,2020-05-02,AR,Argentina,AMRO,166,6629,12,517,Argentina,2020-12-29
121,2020-05-03,AR,Argentina,AMRO,124,6753,9,526,Argentina,2020-12-29
122,2020-05-04,AR,Argentina,AMRO,196,6949,21,547,Argentina,2020-12-29
123,2020-05-05,AR,Argentina,AMRO,229,7178,21,568,Argentina,2020-12-29
124,2020-05-06,AR,Argentina,AMRO,298,7476,15,583,Argentina,2020-12-29
125,2020-05-07,AR,Argentina,AMRO,334,7810,24,607,Argentina,2020-12-29
126,2020-05-08,AR,Argentina,AMRO,295,8105,15,622,Argentina,2020-12-29
127,2020-05-09,AR,Argentina,AMRO,274,8379,12,634,Argentina,2020-12-29
128,2020-05-10,AR,Argentina,AMRO,271,8650,12,646,Argentina,2020-12-29
129,2020-05-11,AR,Argentina,AMRO,359,9009,16,662,Argentina,2020-12-29
130,2020-05-12,AR,Argentina,AMRO,398,9407,25,687,Argentina,2020-12-29
131,2020-05-13,AR,Argentina,AMRO,367,9774,19,706,Argentina,2020-12-29
132,2020-05-14,AR,Argentina,AMRO,466,10240,23,729,Argentina,2020-12-29
133,2020-05-15,AR,Argentina,AMRO,457,10697,18,747,Argentina,2020-12-29
134,2020-05-16,AR,Argentina,AMRO,394,11091,17,764,Argentina,2020-12-29
135,2020-05-17,AR,Argentina,AMRO,469,11560,26,790,Argentina,2020-12-29
136,2020-05-18,AR,Argentina,AMRO,660,12220,40,830,Argentina,2020-12-29
137,2020-05-19,AR,Argentina,AMRO,611,12831,33,863,Argentina,2020-12-29
138,2020-05-20,AR,Argentina,AMRO,728,13559,26,889,Argentina,2020-12-29
139,2020-05-21,AR,Argentina,AMRO,824,14383,42,931,Argentina,2020-12-29
140,2020-05-22,AR,Argentina,AMRO,853,15236,34,965,Argentina,2020-12-29
141,2020-05-23,AR,Argentina,AMRO,763,15999,22,987,Argentina,2020-12-29
142,2020-05-24,AR,Argentina,AMRO,622,16621,22,1009,Argentina,2020-12-29
143,2020-05-25,AR,Argentina,AMRO,640,17261,24,1033,Argentina,2020-12-29
144,2020-05-26,AR,Argentina,AMRO,797,18058,34,1067,Argentina,2020-12-29
145,2020-05-27,AR,Argentina,AMRO,904,18962,43,1110,Argentina,2020-12-29
146,2020-05-28,AR,Argentina,AMRO,940,19902,51,1161,Argentina,2020-12-29
147,2020-05-29,AR,Argentina,AMRO,1017,20919,69,1230,Argentina,2020-12-29
148,2020-05-30,AR,Argentina,AMRO,841,21760,41,1271,Argentina,2020-12-29
149,2020-05-31,AR,Argentina,AMRO,646,22406,35,1306,Argentina,2020-12-29
150,2020-06-01,AR,Argentina,AMRO,998,23404,43,1349,Argentina,2020-12-29
151,2020-06-02,AR,Argentina,AMRO,1043,24447,48,1397,Argentina,2020-12-29
152,2020-06-03,AR,Argentina,AMRO,1054,25501,55,1452,Argentina,2020-12-29
153,2020-06-04,AR,Argentina,AMRO,1113,26614,48,1500,Argentina,2020-12-29
154,2020-06-05,AR,Argentina,AMRO,1208,27822,64,1564,Argentina,2020-12-29
155,2020-06-06,AR,Argentina,AMRO,1024,28846,52,1616,Argentina,2020-12-29
156,2020-06-07,AR,Argentina,AMRO,857,29703,48,1664,Argentina,2020-12-29
157,2020-06-08,AR,Argentina,AMRO,1408,31111,69,1733,Argentina,2020-12-29
158,2020-06-09,AR,Argentina,AMRO,1441,32552,62,1795,Argentina,2020-12-29
159,2020-06-10,AR,Argentina,AMRO,1662,34214,72,1867,Argentina,2020-12-29
160,2020-06-11,AR,Argentina,AMRO,1652,35866,69,1936,Argentina,2020-12-29
161,2020-06-12,AR,Argentina,AMRO,1928,37794,62,1998,Argentina,2020-12-29
162,2020-06-13,AR,Argentina,AMRO,1372,39166,72,2070,Argentina,2020-12-29
163,2020-06-14,AR,Argentina,AMRO,1222,40388,52,2122,Argentina,2020-12-29
164,2020-06-15,AR,Argentina,AMRO,1425,41813,60,2182,Argentina,2020-12-29
165,2020-06-16,AR,Argentina,AMRO,2008,43821,71,2253,Argentina,2020-12-29
166,2020-06-17,AR,Argentina,AMRO,2079,45900,79,2332,Argentina,2020-12-29
167,2020-06-18,AR,Argentina,AMRO,2290,48190,85,2417,Argentina,2020-12-29
168,2020-06-19,AR,Argentina,AMRO,2215,50405,110,2527,Argentina,2020-12-29
169,2020-06-20,AR,Argentina,AMRO,2296,52701,117,2644,Argentina,2020-12-29
170,2020-06-21,AR,Argentina,AMRO,1737,54438,80,2724,Argentina,2020-12-29
171,2020-06-22,AR,Argentina,AMRO,2725,57163,111,2835,Argentina,2020-12-29
172,2020-06-23,AR,Argentina,AMRO,2847,60010,128,2963,Argentina,2020-12-29
173,2020-06-24,AR,Argentina,AMRO,3107,63117,120,3083,Argentina,2020-12-29
174,2020-06-25,AR,Argentina,AMRO,3015,66132,124,3207,Argentina,2020-12-29
175,2020-06-26,AR,Argentina,AMRO,3010,69142,127,3334,Argentina,2020-12-29
176,2020-06-27,AR,Argentina,AMRO,2370,71512,98,3432,Argentina,2020-12-29
177,2020-06-28,AR,Argentina,AMRO,1933,73445,68,3500,Argentina,2020-12-29
178,2020-06-29,AR,Argentina,AMRO,2932,76377,117,3617,Argentina,2020-12-29
179,2020-06-30,AR,Argentina,AMRO,3042,79419,153,3770,Argentina,2020-12-29
180,2020-07-01,AR,Argentina,AMRO,2963,82382,123,3893,Argentina,2020-12-29
181,2020-07-02,AR,Argentina,AMRO,3088,85470,136,4029,Argentina,2020-12-29
182,2020-07-03,AR,Argentina,AMRO,3302,88772,138,4167,Argentina,2020-12-29
183,2020-07-04,AR,Argentina,AMRO,2482,91254,127,4294,Argentina,2020-12-29
184,2020-07-05,AR,Argentina,AMRO,2386,93640,109,4403,Argentina,2020-12-29
185,2020-07-06,AR,Argentina,AMRO,3933,97573,181,4584,Argentina,2020-12-29
186,2020-07-07,AR,Argentina,AMRO,4177,101750,175,4759,Argentina,2020-12-29
187,2020-07-08,AR,Argentina,AMRO,4017,105767,197,4956,Argentina,2020-12-29
188,2020-07-09,AR,Argentina,AMRO,3336,109103,144,5100,Argentina,2020-12-29
189,2020-07-10,AR,Argentina,AMRO,3503,112606,148,5248,Argentina,2020-12-29
190,2020-07-11,AR,Argentina,AMRO,3289,115895,173,5421,Argentina,2020-12-29
191,2020-07-12,AR,Argentina,AMRO,2716,118611,135,5556,Argentina,2020-12-29
192,2020-07-13,AR,Argentina,AMRO,4495,123106,228,5784,Argentina,2020-12-29
193,2020-07-14,AR,Argentina,AMRO,4843,127949,215,5999,Argentina,2020-12-29
194,2020-07-15,AR,Argentina,AMRO,4666,132615,194,6193,Argentina,2020-12-29
195,2020-07-16,AR,Argentina,AMRO,5033,137648,237,6430,Argentina,2020-12-29
196,2020-07-17,AR,Argentina,AMRO,5020,142668,209,6639,Argentina,2020-12-29
197,2020-07-18,AR,Argentina,AMRO,3637,146305,125,6764,Argentina,2020-12-29
198,2020-07-19,AR,Argentina,AMRO,3878,150183,166,6930,Argentina,2020-12-29
199,2020-07-20,AR,Argentina,AMRO,5803,155986,233,7163,Argentina,2020-12-29
200,2020-07-21,AR,Argentina,AMRO,6208,162194,266,7429,Argentina,2020-12-29
201,2020-07-22,AR,Argentina,AMRO,6550,168744,246,7675,Argentina,2020-12-29
202,2020-07-23,AR,Argentina,AMRO,6080,174824,267,7942,Argentina,2020-12-29
203,2020-07-24,AR,Argentina,AMRO,6230,181054,202,8144,Argentina,2020-12-29
204,2020-07-25,AR,Argentina,AMRO,4585,185639,145,8289,Argentina,2020-12-29
205,2020-07-26,AR,Argentina,AMRO,3791,189430,185,8474,Argentina,2020-12-29
206,2020-07-27,AR,Argentina,AMRO,6373,195803,231,8705,Argentina,2020-12-29
207,2020-07-28,AR,Argentina,AMRO,6583,202386,217,8922,Argentina,2020-12-29
208,2020-07-29,AR,Argentina,AMRO,6657,209043,214,9136,Argentina,2020-12-29
209,2020-07-30,AR,Argentina,AMRO,6515,215558,214,9350,Argentina,2020-12-29
210,2020-07-31,AR,Argentina,AMRO,6620,222178,231,9581,Argentina,2020-12-29
211,2020-08-01,AR,Argentina,AMRO,4560,226738,156,9737,Argentina,2020-12-29
212,2020-08-02,AR,Argentina,AMRO,4657,231395,193,9930,Argentina,2020-12-29
213,2020-08-03,AR,Argentina,AMRO,7688,239083,290,10220,Argentina,2020-12-29
214,2020-08-04,AR,Argentina,AMRO,9198,248281,301,10521,Argentina,2020-12-29
215,2020-08-05,AR,Argentina,AMRO,8219,256500,309,10830,Argentina,2020-12-29
216,2020-08-06,AR,Argentina,AMRO,8813,265313,306,11136,Argentina,2020-12-29
217,2020-08-07,AR,Argentina,AMRO,7776,273089,225,11361,Argentina,2020-12-29
218,2020-08-08,AR,Argentina,AMRO,4926,278015,148,11509,Argentina,2020-12-29
219,2020-08-09,AR,Argentina,AMRO,5021,283036,183,11692,Argentina,2020-12-29
220,2020-08-10,AR,Argentina,AMRO,7812,290848,236,11928,Argentina,2020-12-29
221,2020-08-11,AR,Argentina,AMRO,7984,298832,274,12202,Argentina,2020-12-29
222,2020-08-12,AR,Argentina,AMRO,7623,306455,251,12453,Argentina,2020-12-29
223,2020-08-13,AR,Argentina,AMRO,7378,313833,266,12719,Argentina,2020-12-29
224,2020-08-14,AR,Argentina,AMRO,7723,321556,260,12979,Argentina,2020-12-29
225,2020-08-15,AR,Argentina,AMRO,5559,327115,184,13163,Argentina,2020-12-29
226,2020-08-16,AR,Argentina,AMRO,4598,331713,191,13354,Argentina,2020-12-29
227,2020-08-17,AR,Argentina,AMRO,5422,337135,209,13563,Argentina,2020-12-29
228,2020-08-18,AR,Argentina,AMRO,8257,345392,320,13883,Argentina,2020-12-29
229,2020-08-19,AR,Argentina,AMRO,8960,354352,318,14201,Argentina,2020-12-29
230,2020-08-20,AR,Argentina,AMRO,8505,362857,327,14528,Argentina,2020-12-29
231,2020-08-21,AR,Argentina,AMRO,8681,371538,272,14800,Argentina,2020-12-29
232,2020-08-22,AR,Argentina,AMRO,6589,378127,249,15049,Argentina,2020-12-29
233,2020-08-23,AR,Argentina,AMRO,4769,382896,182,15231,Argentina,2020-12-29
234,2020-08-24,AR,Argentina,AMRO,10278,393174,374,15605,Argentina,2020-12-29
235,2020-08-25,AR,Argentina,AMRO,10406,403580,340,15945,Argentina,2020-12-29
236,2020-08-26,AR,Argentina,AMRO,11440,415020,374,16319,Argentina,2020-12-29
237,2020-08-27,AR,Argentina,AMRO,11358,426378,365,16684,Argentina,2020-12-29
238,2020-08-28,AR,Argentina,AMRO,11181,437559,349,17033,Argentina,2020-12-29
239,2020-08-29,AR,Argentina,AMRO,8137,445696,230,17263,Argentina,2020-12-29
240,2020-08-30,AR,Argentina,AMRO,6179,451875,228,17491,Argentina,2020-12-29
241,2020-08-31,AR,Argentina,AMRO,11599,463474,402,17893,Argentina,2020-12-29
242,2020-09-01,AR,Argentina,AMRO,11543,475017,394,18287,Argentina,2020-12-29
243,2020-09-02,AR,Argentina,AMRO,11210,486227,365,18652,Argentina,2020-12-29
244,2020-09-03,AR,Argentina,AMRO,11452,497679,350,19002,Argentina,2020-12-29
245,2020-09-04,AR,Argentina,AMRO,11636,509315,349,19351,Argentina,2020-12-29
246,2020-09-05,AR,Argentina,AMRO,8539,517854,258,19609,Argentina,2020-12-29
247,2020-09-06,AR,Argentina,AMRO,6341,524195,206,19815,Argentina,2020-12-29
248,2020-09-07,AR,Argentina,AMRO,12067,536262,419,20234,Argentina,2020-12-29
249,2020-09-08,AR,Argentina,AMRO,12985,549247,398,20632,Argentina,2020-12-29
250,2020-09-09,AR,Argentina,AMRO,12527,561774,372,21004,Argentina,2020-12-29
251,2020-09-10,AR,Argentina,AMRO,12793,574567,410,21414,Argentina,2020-12-29
252,2020-09-11,AR,Argentina,AMRO,12511,587078,351,21765,Argentina,2020-12-29
253,2020-09-12,AR,Argentina,AMRO,8387,595465,296,22061,Argentina,2020-12-29
254,2020-09-13,AR,Argentina,AMRO,6888,602353,200,22261,Argentina,2020-12-29
255,2020-09-14,AR,Argentina,AMRO,12189,614542,394,22655,Argentina,2020-12-29
256,2020-09-15,AR,Argentina,AMRO,12070,626612,350,23005,Argentina,2020-12-29
257,2020-09-16,AR,Argentina,AMRO,12382,638994,352,23357,Argentina,2020-12-29
258,2020-09-17,AR,Argentina,AMRO,12037,651031,365,23722,Argentina,2020-12-29
259,2020-09-18,AR,Argentina,AMRO,12123,663154,399,24121,Argentina,2020-12-29
260,2020-09-19,AR,Argentina,AMRO,8309,671463,265,24386,Argentina,2020-12-29
261,2020-09-20,AR,Argentina,AMRO,6220,677683,215,24601,Argentina,2020-12-29
262,2020-09-21,AR,Argentina,AMRO,10969,688652,361,24962,Argentina,2020-12-29
263,2020-09-22,AR,Argentina,AMRO,13064,701716,415,25377,Argentina,2020-12-29
264,2020-09-23,AR,Argentina,AMRO,13579,715295,389,25766,Argentina,2020-12-29
265,2020-09-24,AR,Argentina,AMRO,13289,728584,387,26153,Argentina,2020-12-29
266,2020-09-25,AR,Argentina,AMRO,14061,742645,394,26547,Argentina,2020-12-29
267,2020-09-26,AR,Argentina,AMRO,9312,751957,290,26837,Argentina,2020-12-29
268,2020-09-27,AR,Argentina,AMRO,7438,759395,220,27057,Argentina,2020-12-29
269,2020-09-28,AR,Argentina,AMRO,14912,774307,440,27497,Argentina,2020-12-29
270,2020-09-29,AR,Argentina,AMRO,13997,788304,417,27914,Argentina,2020-12-29
271,2020-09-30,AR,Argentina,AMRO,14361,802665,394,28308,Argentina,2020-12-29
272,2020-10-01,AR,Argentina,AMRO,14256,816921,383,28691,Argentina,2020-12-29
273,2020-10-02,AR,Argentina,AMRO,14094,831015,403,29094,Argentina,2020-12-29
274,2020-10-03,AR,Argentina,AMRO,8549,839564,256,29350,Argentina,2020-12-29
275,2020-10-04,AR,Argentina,AMRO,6885,846449,230,29580,Argentina,2020-12-29
276,2020-10-05,AR,Argentina,AMRO,14410,860859,431,30011,Argentina,2020-12-29
277,2020-10-06,AR,Argentina,AMRO,15432,876291,411,30422,Argentina,2020-12-29
278,2020-10-07,AR,Argentina,AMRO,14646,890937,375,30797,Argentina,2020-12-29
279,2020-10-08,AR,Argentina,AMRO,17050,907987,471,31268,Argentina,2020-12-29
280,2020-10-09,AR,Argentina,AMRO,14502,922489,349,31617,Argentina,2020-12-29
281,2020-10-10,AR,Argentina,AMRO,11030,933519,308,31925,Argentina,2020-12-29
282,2020-10-11,AR,Argentina,AMRO,9147,942666,257,32182,Argentina,2020-12-29
283,2020-10-12,AR,Argentina,AMRO,9840,952506,240,32422,Argentina,2020-12-29
284,2020-10-13,AR,Argentina,AMRO,16580,969086,487,32909,Argentina,2020-12-29
285,2020-10-14,AR,Argentina,AMRO,16906,985992,458,33367,Argentina,2020-12-29
286,2020-10-15,AR,Argentina,AMRO,16959,1002951,413,33780,Argentina,2020-12-29
287,2020-10-16,AR,Argentina,AMRO,17058,1020009,358,34138,Argentina,2020-12-29
288,2020-10-17,AR,Argentina,AMRO,11394,1031403,319,34457,Argentina,2020-12-29
289,2020-10-18,AR,Argentina,AMRO,7245,1038648,174,34631,Argentina,2020-12-29
290,2020-10-19,AR,Argentina,AMRO,16729,1055377,430,35061,Argentina,2020-12-29
291,2020-10-20,AR,Argentina,AMRO,16708,1072085,431,35492,Argentina,2020-12-29
292,2020-10-21,AR,Argentina,AMRO,16030,1088115,368,35860,Argentina,2020-12-29
293,2020-10-22,AR,Argentina,AMRO,15254,1103369,321,36181,Argentina,2020-12-29
294,2020-10-23,AR,Argentina,AMRO,14834,1118203,336,36517,Argentina,2020-12-29
295,2020-10-24,AR,Argentina,AMRO,11189,1129392,229,36746,Argentina,2020-12-29
296,2020-10-25,AR,Argentina,AMRO,6844,1136236,233,36979,Argentina,2020-12-29
297,2020-10-26,AR,Argentina,AMRO,13835,1150071,402,37381,Argentina,2020-12-29
298,2020-10-27,AR,Argentina,AMRO,14308,1164379,304,37685,Argentina,2020-12-29
299,2020-10-28,AR,Argentina,AMRO,14362,1178741,290,37975,Argentina,2020-12-29
300,2020-10-29,AR,Argentina,AMRO,12774,1191515,257,38232,Argentina,2020-12-29
301,2020-10-30,AR,Argentina,AMRO,12616,1204131,282,38514,Argentina,2020-12-29
302,2020-10-31,AR,Argentina,AMRO,7868,1211999,188,38702,Argentina,2020-12-29
303,2020-11-01,AR,Argentina,AMRO,5741,1217740,131,38833,Argentina,2020-12-29
304,2020-11-02,AR,Argentina,AMRO,11753,1229493,283,39116,Argentina,2020-12-29
305,2020-11-03,AR,Argentina,AMRO,11435,1240928,285,39401,Argentina,2020-12-29
306,2020-11-04,AR,Argentina,AMRO,10233,1251161,219,39620,Argentina,2020-12-29
307,2020-11-05,AR,Argentina,AMRO,13094,1264255,306,39926,Argentina,2020-12-29
308,2020-11-06,AR,Argentina,AMRO,12742,1276997,283,40209,Argentina,2020-12-29
309,2020-11-07,AR,Argentina,AMRO,6688,1283685,180,40389,Argentina,2020-12-29
310,2020-11-08,AR,Argentina,AMRO,4780,1288465,127,40516,Argentina,2020-12-29
311,2020-11-09,AR,Argentina,AMRO,11042,1299507,247,40763,Argentina,2020-12-29
312,2020-11-10,AR,Argentina,AMRO,11554,1311061,278,41041,Argentina,2020-12-29
313,2020-11-11,AR,Argentina,AMRO,12158,1323219,253,41294,Argentina,2020-12-29
314,2020-11-12,AR,Argentina,AMRO,11696,1334915,194,41488,Argentina,2020-12-29
315,2020-11-13,AR,Argentina,AMRO,10401,1345316,226,41714,Argentina,2020-12-29
316,2020-11-14,AR,Argentina,AMRO,6086,1351402,141,41855,Argentina,2020-12-29
